mtknr;stg;pversion;pnr;pform;dtxt;psem
781859;WBI;182;4060;KL;Klausur;20192
781862;WBI;182;4060;KL;Klausur;20192
781874;WBI;182;4060;KL;Klausur;20192
781877;WBI;182;4060;KL;Klausur;20192
781391;WBI;112;5016;KL;Klausur;20192
781418;WBI;112;5016;KL;Klausur;20192
781430;WBI;112;5016;KL;Klausur;20192
781466;WBI;112;5016;KL;Klausur;20192
781529;WBI;112;5016;KL;Klausur;20192
781565;WBI;112;5016;KL;Klausur;20192
781586;WBI;112;5016;KL;Klausur;20192
781595;WBI;112;5016;KL;Klausur;20192
781598;WBI;112;5016;KL;Klausur;20192
781601;WBI;112;5016;KL;Klausur;20192
781631;WBI;112;5016;KL;Klausur;20192
781637;WBI;112;5016;KL;Klausur;20192
781649;WBI;112;5016;KL;Klausur;20192
781667;WBI;112;5016;KL;Klausur;20192
781697;WBI;112;5016;KL;Klausur;20192
781712;WBI;112;5016;KL;Klausur;20192
781733;WBI;112;5016;KL;Klausur;20192
781745;WBI;112;5016;KL;Klausur;20192
781757;WBI;112;5016;KL;Klausur;20192
781778;WBI;112;5016;KL;Klausur;20192
781784;WBI;112;5016;KL;Klausur;20192
781166;WBI;112;6010;KL;Klausur;20192
781205;WBI;112;6010;KL;Klausur;20192
781298;WBI;112;6010;KL;Klausur;20192
781391;WBI;112;6010;KL;Klausur;20192
781415;WBI;112;6010;KL;Klausur;20192
781430;WBI;112;6010;KL;Klausur;20192
781439;WBI;112;6010;KL;Klausur;20192
781448;WBI;112;6010;KL;Klausur;20192
781466;WBI;112;6010;KL;Klausur;20192
781481;WBI;112;6010;KL;Klausur;20192
781538;WBI;112;6010;KL;Klausur;20192
781544;WBI;112;6010;KL;Klausur;20192
781553;WBI;112;6010;KL;Klausur;20192
781565;WBI;112;6010;KL;Klausur;20192
781571;WBI;112;6010;KL;Klausur;20192
781586;WBI;112;6010;KL;Klausur;20192
781589;WBI;112;6010;KL;Klausur;20192
781592;WBI;112;6010;KL;Klausur;20192
781601;WBI;112;6010;KL;Klausur;20192
781607;WBI;112;6010;KL;Klausur;20192
781622;WBI;112;6010;KL;Klausur;20192
781631;WBI;112;6010;KL;Klausur;20192
781637;WBI;112;6010;KL;Klausur;20192
781649;WBI;112;6010;KL;Klausur;20192
781205;WBI;112;6020;KL;Klausur;20192
781298;WBI;112;6020;KL;Klausur;20192
781391;WBI;112;6020;KL;Klausur;20192
781415;WBI;112;6020;KL;Klausur;20192
781430;WBI;112;6020;KL;Klausur;20192
781439;WBI;112;6020;KL;Klausur;20192
781442;WBI;112;6020;KL;Klausur;20192
781448;WBI;112;6020;KL;Klausur;20192
781466;WBI;112;6020;KL;Klausur;20192
781481;WBI;112;6020;KL;Klausur;20192
781538;WBI;112;6020;KL;Klausur;20192
781544;WBI;112;6020;KL;Klausur;20192
781553;WBI;112;6020;KL;Klausur;20192
781565;WBI;112;6020;KL;Klausur;20192
781571;WBI;112;6020;KL;Klausur;20192
781586;WBI;112;6020;KL;Klausur;20192
781589;WBI;112;6020;KL;Klausur;20192
781592;WBI;112;6020;KL;Klausur;20192
781601;WBI;112;6020;KL;Klausur;20192
781607;WBI;112;6020;KL;Klausur;20192
781622;WBI;112;6020;KL;Klausur;20192
781631;WBI;112;6020;KL;Klausur;20192
781637;WBI;112;6020;KL;Klausur;20192
781649;WBI;112;6020;KL;Klausur;20192
781205;WBI;112;6040;KL;Klausur;20192
781298;WBI;112;6040;KL;Klausur;20192
781391;WBI;112;6040;KL;Klausur;20192
781415;WBI;112;6040;KL;Klausur;20192
781430;WBI;112;6040;KL;Klausur;20192
781439;WBI;112;6040;KL;Klausur;20192
781448;WBI;112;6040;KL;Klausur;20192
781466;WBI;112;6040;KL;Klausur;20192
781481;WBI;112;6040;KL;Klausur;20192
781538;WBI;112;6040;KL;Klausur;20192
781544;WBI;112;6040;KL;Klausur;20192
781553;WBI;112;6040;KL;Klausur;20192
781565;WBI;112;6040;KL;Klausur;20192
781571;WBI;112;6040;KL;Klausur;20192
781586;WBI;112;6040;KL;Klausur;20192
781589;WBI;112;6040;KL;Klausur;20192
781592;WBI;112;6040;KL;Klausur;20192
781601;WBI;112;6040;KL;Klausur;20192
781607;WBI;112;6040;KL;Klausur;20192
781622;WBI;112;6040;KL;Klausur;20192
781631;WBI;112;6040;KL;Klausur;20192
781637;WBI;112;6040;KL;Klausur;20192
781649;WBI;112;6040;KL;Klausur;20192
780398;WBI;112;6050;KL;Klausur;20192
781430;WBI;112;6050;KL;Klausur;20192
781439;WBI;112;6050;KL;Klausur;20192
781481;WBI;112;6050;KL;Klausur;20192
781553;WBI;112;6050;KL;Klausur;20192
781586;WBI;112;6050;KL;Klausur;20192
781622;WBI;112;6050;KL;Klausur;20192
781298;WBI;112;6060;KL;Klausur;20192
781391;WBI;112;6060;KL;Klausur;20192
781415;WBI;112;6060;KL;Klausur;20192
781430;WBI;112;6060;KL;Klausur;20192
781439;WBI;112;6060;KL;Klausur;20192
781448;WBI;112;6060;KL;Klausur;20192
781466;WBI;112;6060;KL;Klausur;20192
781481;WBI;112;6060;KL;Klausur;20192
781538;WBI;112;6060;KL;Klausur;20192
781544;WBI;112;6060;KL;Klausur;20192
781553;WBI;112;6060;KL;Klausur;20192
781565;WBI;112;6060;KL;Klausur;20192
781571;WBI;112;6060;KL;Klausur;20192
781586;WBI;112;6060;KL;Klausur;20192
781589;WBI;112;6060;KL;Klausur;20192
781592;WBI;112;6060;KL;Klausur;20192
781601;WBI;112;6060;KL;Klausur;20192
781607;WBI;112;6060;KL;Klausur;20192
781622;WBI;112;6060;KL;Klausur;20192
781631;WBI;112;6060;KL;Klausur;20192
781637;WBI;112;6060;KL;Klausur;20192
781649;WBI;112;6060;KL;Klausur;20192
780398;WBI;112;7010;KL;Klausur;20192
781145;WBI;112;7010;KL;Klausur;20192
781205;WBI;112;7010;KL;Klausur;20192
781208;WBI;112;7010;KL;Klausur;20192
781301;WBI;112;7010;KL;Klausur;20192
781313;WBI;112;7010;KL;Klausur;20192
781316;WBI;112;7010;KL;Klausur;20192
781322;WBI;112;7010;KL;Klausur;20192
781355;WBI;112;7010;KL;Klausur;20192
781364;WBI;112;7010;KL;Klausur;20192
781367;WBI;112;7010;KL;Klausur;20192
781373;WBI;112;7010;KL;Klausur;20192
781376;WBI;112;7010;KL;Klausur;20192
781379;WBI;112;7010;KL;Klausur;20192
781382;WBI;112;7010;KL;Klausur;20192
781388;WBI;112;7010;KL;Klausur;20192
781400;WBI;112;7010;KL;Klausur;20192
781415;WBI;112;7010;KL;Klausur;20192
781427;WBI;112;7010;KL;Klausur;20192
781442;WBI;112;7010;KL;Klausur;20192
781448;WBI;112;7010;KL;Klausur;20192
781451;WBI;112;7010;KL;Klausur;20192
781457;WBI;112;7010;KL;Klausur;20192
781460;WBI;112;7010;KL;Klausur;20192
781463;WBI;112;7010;KL;Klausur;20192
781469;WBI;112;7010;KL;Klausur;20192
781472;WBI;112;7010;KL;Klausur;20192
781475;WBI;112;7010;KL;Klausur;20192
781499;WBI;112;7010;KL;Klausur;20192
781505;WBI;112;7010;KL;Klausur;20192
781589;WBI;112;7010;KL;Klausur;20192
781598;WBI;112;7010;KL;Klausur;20192
780398;WBI;112;7020;KL;Klausur;20192
781145;WBI;112;7020;KL;Klausur;20192
781205;WBI;112;7020;KL;Klausur;20192
781208;WBI;112;7020;KL;Klausur;20192
781313;WBI;112;7020;KL;Klausur;20192
781316;WBI;112;7020;KL;Klausur;20192
781322;WBI;112;7020;KL;Klausur;20192
781343;WBI;112;7020;KL;Klausur;20192
781355;WBI;112;7020;KL;Klausur;20192
781364;WBI;112;7020;KL;Klausur;20192
781367;WBI;112;7020;KL;Klausur;20192
781373;WBI;112;7020;KL;Klausur;20192
781376;WBI;112;7020;KL;Klausur;20192
781379;WBI;112;7020;KL;Klausur;20192
781382;WBI;112;7020;KL;Klausur;20192
781388;WBI;112;7020;KL;Klausur;20192
781400;WBI;112;7020;KL;Klausur;20192
781415;WBI;112;7020;KL;Klausur;20192
781427;WBI;112;7020;KL;Klausur;20192
781448;WBI;112;7020;KL;Klausur;20192
781451;WBI;112;7020;KL;Klausur;20192
781457;WBI;112;7020;KL;Klausur;20192
781463;WBI;112;7020;KL;Klausur;20192
781469;WBI;112;7020;KL;Klausur;20192
781472;WBI;112;7020;KL;Klausur;20192
781475;WBI;112;7020;KL;Klausur;20192
781499;WBI;112;7020;KL;Klausur;20192
781505;WBI;112;7020;KL;Klausur;20192
780398;WBI;112;7030;KL;Klausur;20192
781145;WBI;112;7030;KL;Klausur;20192
781202;WBI;112;7030;KL;Klausur;20192
781205;WBI;112;7030;KL;Klausur;20192
781208;WBI;112;7030;KL;Klausur;20192
781301;WBI;112;7030;KL;Klausur;20192
781313;WBI;112;7030;KL;Klausur;20192
781316;WBI;112;7030;KL;Klausur;20192
781343;WBI;112;7030;KL;Klausur;20192
781355;WBI;112;7030;KL;Klausur;20192
781364;WBI;112;7030;KL;Klausur;20192
781367;WBI;112;7030;KL;Klausur;20192
781373;WBI;112;7030;KL;Klausur;20192
781376;WBI;112;7030;KL;Klausur;20192
781379;WBI;112;7030;KL;Klausur;20192
781382;WBI;112;7030;KL;Klausur;20192
781388;WBI;112;7030;KL;Klausur;20192
781400;WBI;112;7030;KL;Klausur;20192
781415;WBI;112;7030;KL;Klausur;20192
781427;WBI;112;7030;KL;Klausur;20192
781448;WBI;112;7030;KL;Klausur;20192
781451;WBI;112;7030;KL;Klausur;20192
781457;WBI;112;7030;KL;Klausur;20192
781463;WBI;112;7030;KL;Klausur;20192
781469;WBI;112;7030;KL;Klausur;20192
781472;WBI;112;7030;KL;Klausur;20192
781475;WBI;112;7030;KL;Klausur;20192
781499;WBI;112;7030;KL;Klausur;20192
781505;WBI;112;7030;KL;Klausur;20192
781145;WBI;112;8999;KL;Klausur;20192
781166;WBI;112;8999;KL;Klausur;20192
781205;WBI;112;8999;KL;Klausur;20192
781208;WBI;112;8999;KL;Klausur;20192
781301;WBI;112;8999;KL;Klausur;20192
781313;WBI;112;8999;KL;Klausur;20192
781316;WBI;112;8999;KL;Klausur;20192
781343;WBI;112;8999;KL;Klausur;20192
781355;WBI;112;8999;KL;Klausur;20192
781373;WBI;112;8999;KL;Klausur;20192
781388;WBI;112;8999;KL;Klausur;20192
781400;WBI;112;8999;KL;Klausur;20192
781427;WBI;112;8999;KL;Klausur;20192
781442;WBI;112;8999;KL;Klausur;20192
781472;WBI;112;8999;KL;Klausur;20192
781499;WBI;112;8999;KL;Klausur;20192
780398;WBI;112;16010;KL;Klausur;20192
781364;WBI;112;16010;KL;Klausur;20192
781367;WBI;112;16010;KL;Klausur;20192
781379;WBI;112;16010;KL;Klausur;20192
781451;WBI;112;16010;KL;Klausur;20192
781469;WBI;112;16010;KL;Klausur;20192
781505;WBI;112;16010;KL;Klausur;20192
781589;WBI;112;16050;KL;Klausur;20192
781145;WBI;112;16060;KL;Klausur;20192
781313;WBI;112;16060;KL;Klausur;20192
781322;WBI;112;16060;KL;Klausur;20192
781373;WBI;112;16060;KL;Klausur;20192
781376;WBI;112;16060;KL;Klausur;20192
781382;WBI;112;16060;KL;Klausur;20192
781388;WBI;112;16060;KL;Klausur;20192
781460;WBI;112;16060;KL;Klausur;20192
781475;WBI;112;16060;KL;Klausur;20192
781316;WBI;112;17040;KL;Klausur;20192
781355;WBI;112;17040;KL;Klausur;20192
781400;WBI;112;17040;KL;Klausur;20192
781427;WBI;112;17040;KL;Klausur;20192
781442;WBI;112;17040;KL;Klausur;20192
781463;WBI;112;17040;KL;Klausur;20192
781472;WBI;112;17040;KL;Klausur;20192
781499;WBI;112;17040;KL;Klausur;20192
357457;WI;112;1020;KL;Klausur;20192
357606;WI;112;1020;KL;Klausur;20192
357640;WI;112;1020;KL;Klausur;20192
358132;WI;112;1020;KL;Klausur;20192
358143;WI;112;1020;KL;Klausur;20192
358223;WI;112;1020;KL;Klausur;20192
358541;WI;112;1020;KL;Klausur;20192
1000151;WI;112;1020;KL;Klausur;20192
1000152;WI;112;1020;KL;Klausur;20192
1000153;WI;112;1020;KL;Klausur;20192
1000154;WI;112;1020;KL;Klausur;20192
1000155;WI;112;1020;KL;Klausur;20192
1000157;WI;112;1020;KL;Klausur;20192
1000164;WI;112;1020;KL;Klausur;20192
1000165;WI;112;1020;KL;Klausur;20192
1000166;WI;112;1020;KL;Klausur;20192
1000167;WI;112;1020;KL;Klausur;20192
1000179;WI;112;1020;KL;Klausur;20192
1000210;WI;112;1020;KL;Klausur;20192
1000211;WI;112;1020;KL;Klausur;20192
1000212;WI;112;1020;KL;Klausur;20192
1000213;WI;112;1020;KL;Klausur;20192
1000325;WI;112;1020;KL;Klausur;20192
1000327;WI;112;1020;KL;Klausur;20192
1000329;WI;112;1020;KL;Klausur;20192
1000332;WI;112;1020;KL;Klausur;20192
1000334;WI;112;1020;KL;Klausur;20192
1000335;WI;112;1020;KL;Klausur;20192
1000337;WI;112;1020;KL;Klausur;20192
1000804;WI;112;1020;KL;Klausur;20192
1000805;WI;112;1020;KL;Klausur;20192
1000806;WI;112;1020;KL;Klausur;20192
1000807;WI;112;1020;KL;Klausur;20192
1000808;WI;112;1020;KL;Klausur;20192
1000811;WI;112;1020;KL;Klausur;20192
1000815;WI;112;1020;KL;Klausur;20192
1000816;WI;112;1020;KL;Klausur;20192
1000817;WI;112;1020;KL;Klausur;20192
1000819;WI;112;1020;KL;Klausur;20192
1000823;WI;112;1020;KL;Klausur;20192
1000824;WI;112;1020;KL;Klausur;20192
1000825;WI;112;1020;KL;Klausur;20192
1000826;WI;112;1020;KL;Klausur;20192
1000977;WI;112;1020;KL;Klausur;20192
1001017;WI;112;1020;KL;Klausur;20192
357457;WI;112;1030;KL;Klausur;20192
357606;WI;112;1030;KL;Klausur;20192
357935;WI;112;1030;KL;Klausur;20192
358223;WI;112;1030;KL;Klausur;20192
358290;WI;112;1030;KL;Klausur;20192
358358;WI;112;1030;KL;Klausur;20192
358427;WI;112;1030;KL;Klausur;20192
358529;WI;112;1030;KL;Klausur;20192
1000151;WI;112;1030;KL;Klausur;20192
1000152;WI;112;1030;KL;Klausur;20192
1000153;WI;112;1030;KL;Klausur;20192
1000154;WI;112;1030;KL;Klausur;20192
1000155;WI;112;1030;KL;Klausur;20192
1000157;WI;112;1030;KL;Klausur;20192
1000164;WI;112;1030;KL;Klausur;20192
1000165;WI;112;1030;KL;Klausur;20192
1000166;WI;112;1030;KL;Klausur;20192
1000167;WI;112;1030;KL;Klausur;20192
1000179;WI;112;1030;KL;Klausur;20192
1000210;WI;112;1030;KL;Klausur;20192
1000211;WI;112;1030;KL;Klausur;20192
1000212;WI;112;1030;KL;Klausur;20192
1000213;WI;112;1030;KL;Klausur;20192
1000325;WI;112;1030;KL;Klausur;20192
1000327;WI;112;1030;KL;Klausur;20192
1000329;WI;112;1030;KL;Klausur;20192
1000332;WI;112;1030;KL;Klausur;20192
1000334;WI;112;1030;KL;Klausur;20192
1000335;WI;112;1030;KL;Klausur;20192
1000337;WI;112;1030;KL;Klausur;20192
1000804;WI;112;1030;KL;Klausur;20192
1000805;WI;112;1030;KL;Klausur;20192
1000806;WI;112;1030;KL;Klausur;20192
1000807;WI;112;1030;KL;Klausur;20192
1000808;WI;112;1030;KL;Klausur;20192
1000811;WI;112;1030;KL;Klausur;20192
1000815;WI;112;1030;KL;Klausur;20192
1000816;WI;112;1030;KL;Klausur;20192
1000817;WI;112;1030;KL;Klausur;20192
1000819;WI;112;1030;KL;Klausur;20192
1000822;WI;112;1030;KL;Klausur;20192
1000823;WI;112;1030;KL;Klausur;20192
1000824;WI;112;1030;KL;Klausur;20192
1000825;WI;112;1030;KL;Klausur;20192
1000826;WI;112;1030;KL;Klausur;20192
1000977;WI;112;1030;KL;Klausur;20192
1001017;WI;112;1030;KL;Klausur;20192
357457;WI;112;1050;KL;Klausur;20192
357606;WI;112;1050;KL;Klausur;20192
358007;WI;112;1050;KL;Klausur;20192
358132;WI;112;1050;KL;Klausur;20192
358143;WI;112;1050;KL;Klausur;20192
358154;WI;112;1050;KL;Klausur;20192
358176;WI;112;1050;KL;Klausur;20192
358234;WI;112;1050;KL;Klausur;20192
358303;WI;112;1050;KL;Klausur;20192
358325;WI;112;1050;KL;Klausur;20192
358370;WI;112;1050;KL;Klausur;20192
358461;WI;112;1050;KL;Klausur;20192
358529;WI;112;1050;KL;Klausur;20192
1000151;WI;112;1050;KL;Klausur;20192
1000152;WI;112;1050;KL;Klausur;20192
1000153;WI;112;1050;KL;Klausur;20192
1000157;WI;112;1050;KL;Klausur;20192
1000164;WI;112;1050;KL;Klausur;20192
1000165;WI;112;1050;KL;Klausur;20192
1000166;WI;112;1050;KL;Klausur;20192
1000179;WI;112;1050;KL;Klausur;20192
1000210;WI;112;1050;KL;Klausur;20192
1000211;WI;112;1050;KL;Klausur;20192
1000212;WI;112;1050;KL;Klausur;20192
1000325;WI;112;1050;KL;Klausur;20192
1000329;WI;112;1050;KL;Klausur;20192
1000332;WI;112;1050;KL;Klausur;20192
1000334;WI;112;1050;KL;Klausur;20192
1000337;WI;112;1050;KL;Klausur;20192
1000804;WI;112;1050;KL;Klausur;20192
1000805;WI;112;1050;KL;Klausur;20192
1000806;WI;112;1050;KL;Klausur;20192
1000807;WI;112;1050;KL;Klausur;20192
1000815;WI;112;1050;KL;Klausur;20192
1000816;WI;112;1050;KL;Klausur;20192
1000819;WI;112;1050;KL;Klausur;20192
1000824;WI;112;1050;KL;Klausur;20192
1000825;WI;112;1050;KL;Klausur;20192
1000826;WI;112;1050;KL;Klausur;20192
1000977;WI;112;1050;KL;Klausur;20192
1001017;WI;112;1050;KL;Klausur;20192
357242;WI;112;2010;KL;Klausur;20192
357388;WI;112;2010;KL;Klausur;20192
357446;WI;112;2010;KL;Klausur;20192
357468;WI;112;2010;KL;Klausur;20192
357673;WI;112;2010;KL;Klausur;20192
357800;WI;112;2010;KL;Klausur;20192
357811;WI;112;2010;KL;Klausur;20192
357866;WI;112;2010;KL;Klausur;20192
357979;WI;112;2010;KL;Klausur;20192
357980;WI;112;2010;KL;Klausur;20192
358096;WI;112;2010;KL;Klausur;20192
358109;WI;112;2010;KL;Klausur;20192
358154;WI;112;2010;KL;Klausur;20192
358165;WI;112;2010;KL;Klausur;20192
358234;WI;112;2010;KL;Klausur;20192
358289;WI;112;2010;KL;Klausur;20192
358290;WI;112;2010;KL;Klausur;20192
358314;WI;112;2010;KL;Klausur;20192
358336;WI;112;2010;KL;Klausur;20192
358381;WI;112;2010;KL;Klausur;20192
358416;WI;112;2010;KL;Klausur;20192
358427;WI;112;2010;KL;Klausur;20192
358449;WI;112;2010;KL;Klausur;20192
358483;WI;112;2010;KL;Klausur;20192
358494;WI;112;2010;KL;Klausur;20192
358507;WI;112;2010;KL;Klausur;20192
358529;WI;112;2010;KL;Klausur;20192
358563;WI;112;2010;KL;Klausur;20192
1000819;WI;112;2010;KL;Klausur;20192
357457;WI;112;2020;KL;Klausur;20192
357640;WI;112;2020;KL;Klausur;20192
357786;WI;112;2020;KL;Klausur;20192
357899;WI;112;2020;KL;Klausur;20192
357935;WI;112;2020;KL;Klausur;20192
357991;WI;112;2020;KL;Klausur;20192
358143;WI;112;2020;KL;Klausur;20192
358154;WI;112;2020;KL;Klausur;20192
358165;WI;112;2020;KL;Klausur;20192
358176;WI;112;2020;KL;Klausur;20192
358198;WI;112;2020;KL;Klausur;20192
358201;WI;112;2020;KL;Klausur;20192
358234;WI;112;2020;KL;Klausur;20192
358289;WI;112;2020;KL;Klausur;20192
358303;WI;112;2020;KL;Klausur;20192
358314;WI;112;2020;KL;Klausur;20192
358325;WI;112;2020;KL;Klausur;20192
358336;WI;112;2020;KL;Klausur;20192
358347;WI;112;2020;KL;Klausur;20192
358369;WI;112;2020;KL;Klausur;20192
358370;WI;112;2020;KL;Klausur;20192
358381;WI;112;2020;KL;Klausur;20192
358392;WI;112;2020;KL;Klausur;20192
358405;WI;112;2020;KL;Klausur;20192
358416;WI;112;2020;KL;Klausur;20192
358427;WI;112;2020;KL;Klausur;20192
358449;WI;112;2020;KL;Klausur;20192
358461;WI;112;2020;KL;Klausur;20192
358483;WI;112;2020;KL;Klausur;20192
358494;WI;112;2020;KL;Klausur;20192
358507;WI;112;2020;KL;Klausur;20192
358518;WI;112;2020;KL;Klausur;20192
358529;WI;112;2020;KL;Klausur;20192
358530;WI;112;2020;KL;Klausur;20192
358541;WI;112;2020;KL;Klausur;20192
358563;WI;112;2020;KL;Klausur;20192
1000819;WI;112;2020;KL;Klausur;20192
1000825;WI;112;2020;KL;Klausur;20192
1000826;WI;112;2020;KL;Klausur;20192
1001018;WI;112;2020;KL;Klausur;20192
357388;WI;112;2030;KL;Klausur;20192
357446;WI;112;2030;KL;Klausur;20192
357582;WI;112;2030;KL;Klausur;20192
357640;WI;112;2030;KL;Klausur;20192
357775;WI;112;2030;KL;Klausur;20192
357899;WI;112;2030;KL;Klausur;20192
357924;WI;112;2030;KL;Klausur;20192
357968;WI;112;2030;KL;Klausur;20192
357991;WI;112;2030;KL;Klausur;20192
358096;WI;112;2030;KL;Klausur;20192
358109;WI;112;2030;KL;Klausur;20192
358121;WI;112;2030;KL;Klausur;20192
358165;WI;112;2030;KL;Klausur;20192
358201;WI;112;2030;KL;Klausur;20192
358325;WI;112;2030;KL;Klausur;20192
358370;WI;112;2030;KL;Klausur;20192
358381;WI;112;2030;KL;Klausur;20192
358494;WI;112;2030;KL;Klausur;20192
358529;WI;112;2030;KL;Klausur;20192
358530;WI;112;2030;KL;Klausur;20192
1000819;WI;112;2030;KL;Klausur;20192
357388;WI;112;2050;KL;Klausur;20192
357866;WI;112;2050;KL;Klausur;20192
357899;WI;112;2050;KL;Klausur;20192
357924;WI;112;2050;KL;Klausur;20192
357979;WI;112;2050;KL;Klausur;20192
357980;WI;112;2050;KL;Klausur;20192
357991;WI;112;2050;KL;Klausur;20192
358096;WI;112;2050;KL;Klausur;20192
358121;WI;112;2050;KL;Klausur;20192
358165;WI;112;2050;KL;Klausur;20192
358201;WI;112;2050;KL;Klausur;20192
358303;WI;112;2050;KL;Klausur;20192
358336;WI;112;2050;KL;Klausur;20192
358416;WI;112;2050;KL;Klausur;20192
358427;WI;112;2050;KL;Klausur;20192
358483;WI;112;2050;KL;Klausur;20192
358494;WI;112;2050;KL;Klausur;20192
358507;WI;112;2050;KL;Klausur;20192
358563;WI;112;2050;KL;Klausur;20192
355940;WI;112;3010;KL;Klausur;20192
356047;WI;112;3010;KL;Klausur;20192
356409;WI;112;3010;KL;Klausur;20192
356501;WI;112;3010;KL;Klausur;20192
356523;WI;112;3010;KL;Klausur;20192
356852;WI;112;3010;KL;Klausur;20192
357048;WI;112;3010;KL;Klausur;20192
357059;WI;112;3010;KL;Klausur;20192
357139;WI;112;3010;KL;Klausur;20192
357251;WI;112;3010;KL;Klausur;20192
357275;WI;112;3010;KL;Klausur;20192
357284;WI;112;3010;KL;Klausur;20192
357291;WI;112;3010;KL;Klausur;20192
357297;WI;112;3010;KL;Klausur;20192
357306;WI;112;3010;KL;Klausur;20192
357361;WI;112;3010;KL;Klausur;20192
357377;WI;112;3010;KL;Klausur;20192
357399;WI;112;3010;KL;Klausur;20192
357435;WI;112;3010;KL;Klausur;20192
357479;WI;112;3010;KL;Klausur;20192
357480;WI;112;3010;KL;Klausur;20192
357515;WI;112;3010;KL;Klausur;20192
357548;WI;112;3010;KL;Klausur;20192
357571;WI;112;3010;KL;Klausur;20192
357593;WI;112;3010;KL;Klausur;20192
357628;WI;112;3010;KL;Klausur;20192
357639;WI;112;3010;KL;Klausur;20192
357651;WI;112;3010;KL;Klausur;20192
357662;WI;112;3010;KL;Klausur;20192
357719;WI;112;3010;KL;Klausur;20192
357731;WI;112;3010;KL;Klausur;20192
357742;WI;112;3010;KL;Klausur;20192
357753;WI;112;3010;KL;Klausur;20192
357775;WI;112;3010;KL;Klausur;20192
357811;WI;112;3010;KL;Klausur;20192
357833;WI;112;3010;KL;Klausur;20192
357844;WI;112;3010;KL;Klausur;20192
357855;WI;112;3010;KL;Klausur;20192
357877;WI;112;3010;KL;Klausur;20192
357946;WI;112;3010;KL;Klausur;20192
357957;WI;112;3010;KL;Klausur;20192
357968;WI;112;3010;KL;Klausur;20192
358007;WI;112;3010;KL;Klausur;20192
358029;WI;112;3010;KL;Klausur;20192
358041;WI;112;3010;KL;Klausur;20192
358063;WI;112;3010;KL;Klausur;20192
1001018;WI;112;3010;KL;Klausur;20192
355382;WI;112;3030;KL;Klausur;20192
356047;WI;112;3030;KL;Klausur;20192
356443;WI;112;3030;KL;Klausur;20192
356501;WI;112;3030;KL;Klausur;20192
356614;WI;112;3030;KL;Klausur;20192
356692;WI;112;3030;KL;Klausur;20192
356705;WI;112;3030;KL;Klausur;20192
356921;WI;112;3030;KL;Klausur;20192
357059;WI;112;3030;KL;Klausur;20192
357139;WI;112;3030;KL;Klausur;20192
357242;WI;112;3030;KL;Klausur;20192
357251;WI;112;3030;KL;Klausur;20192
357284;WI;112;3030;KL;Klausur;20192
357297;WI;112;3030;KL;Klausur;20192
357306;WI;112;3030;KL;Klausur;20192
357327;WI;112;3030;KL;Klausur;20192
357361;WI;112;3030;KL;Klausur;20192
357377;WI;112;3030;KL;Klausur;20192
357399;WI;112;3030;KL;Klausur;20192
357435;WI;112;3030;KL;Klausur;20192
357446;WI;112;3030;KL;Klausur;20192
357479;WI;112;3030;KL;Klausur;20192
357480;WI;112;3030;KL;Klausur;20192
357515;WI;112;3030;KL;Klausur;20192
357548;WI;112;3030;KL;Klausur;20192
357571;WI;112;3030;KL;Klausur;20192
357593;WI;112;3030;KL;Klausur;20192
357628;WI;112;3030;KL;Klausur;20192
357639;WI;112;3030;KL;Klausur;20192
357651;WI;112;3030;KL;Klausur;20192
357662;WI;112;3030;KL;Klausur;20192
357673;WI;112;3030;KL;Klausur;20192
357719;WI;112;3030;KL;Klausur;20192
357731;WI;112;3030;KL;Klausur;20192
357742;WI;112;3030;KL;Klausur;20192
357753;WI;112;3030;KL;Klausur;20192
357775;WI;112;3030;KL;Klausur;20192
357811;WI;112;3030;KL;Klausur;20192
357833;WI;112;3030;KL;Klausur;20192
357844;WI;112;3030;KL;Klausur;20192
357855;WI;112;3030;KL;Klausur;20192
357877;WI;112;3030;KL;Klausur;20192
357946;WI;112;3030;KL;Klausur;20192
357957;WI;112;3030;KL;Klausur;20192
357968;WI;112;3030;KL;Klausur;20192
358007;WI;112;3030;KL;Klausur;20192
358029;WI;112;3030;KL;Klausur;20192
358041;WI;112;3030;KL;Klausur;20192
358063;WI;112;3030;KL;Klausur;20192
356047;WI;112;3040;KL;Klausur;20192
356396;WI;112;3040;KL;Klausur;20192
356501;WI;112;3040;KL;Klausur;20192
356614;WI;112;3040;KL;Klausur;20192
357139;WI;112;3040;KL;Klausur;20192
357242;WI;112;3040;KL;Klausur;20192
357251;WI;112;3040;KL;Klausur;20192
357275;WI;112;3040;KL;Klausur;20192
357284;WI;112;3040;KL;Klausur;20192
357291;WI;112;3040;KL;Klausur;20192
357306;WI;112;3040;KL;Klausur;20192
357361;WI;112;3040;KL;Klausur;20192
357377;WI;112;3040;KL;Klausur;20192
357399;WI;112;3040;KL;Klausur;20192
357435;WI;112;3040;KL;Klausur;20192
357479;WI;112;3040;KL;Klausur;20192
357480;WI;112;3040;KL;Klausur;20192
357515;WI;112;3040;KL;Klausur;20192
357548;WI;112;3040;KL;Klausur;20192
357571;WI;112;3040;KL;Klausur;20192
357593;WI;112;3040;KL;Klausur;20192
357628;WI;112;3040;KL;Klausur;20192
357639;WI;112;3040;KL;Klausur;20192
357651;WI;112;3040;KL;Klausur;20192
357662;WI;112;3040;KL;Klausur;20192
